hour,day,opti_function,volatility,event,source,cumulative_f
168.0,8.0,6.5625599999999995,1.0,NORMAL,IB,6.5625599999999995
169.0,8.0,22.30002595842558,1.0,NORMAL,IB,28.862585958425576
170.0,8.0,17.399461024317375,1.0,NORMAL,IB,46.26204698274295
171.0,8.0,31.811777283810564,1.0,NORMAL,IB,78.07382426655352
172.0,8.0,1030.1409933017715,1.0,NORMAL,IB,1108.214817568325
173.0,8.0,518.5790426448052,1.0,NORMAL,IB,1626.7938602131303
174.0,8.0,-104.33783693956507,1.0,NORMAL,IB,1522.4560232735653
175.0,8.0,369.1672791520086,1.0,NORMAL,IB,1891.623302425574
176.0,8.0,-164.1359560646884,1.0,NORMAL,IB,1727.4873463608856
177.0,8.0,21.878892826746412,1.0,NORMAL,IB,1749.366239187632
178.0,8.0,1548.7973564223716,1.0,NORMAL,IB,3298.1635956100035
179.0,8.0,561.4560286060937,1.0,NORMAL,IB,3859.6196242160972
180.0,8.0,56.36219543039206,1.0,NORMAL,IB,3915.9818196464894
181.0,8.0,542.1648942273922,1.0,NORMAL,IB,4458.146713873882
182.0,8.0,64.244134852979,1.0,NORMAL,IB,4522.390848726861
183.0,8.0,50.45793405309074,1.0,NORMAL,IB,4572.848782779952
184.0,8.0,45.88133927236325,1.0,NORMAL,IB,4618.730122052315
185.0,8.0,41.30584973559461,1.0,NORMAL,IB,4660.035971787909
186.0,8.0,582.2293614452761,1.0,NORMAL,IB,5242.265333233186
187.0,8.0,954.7537035369733,1.0,NORMAL,IB,6197.019036770159
188.0,8.0,50.857272902897165,1.0,NORMAL,IB,6247.876309673056
189.0,8.0,500.8803872328859,1.0,NORMAL,IB,6748.756696905943
190.0,8.0,12.594425258781028,1.0,NORMAL,IB,6761.351122164723
191.0,8.0,0.0,1.0,NORMAL,IB,6761.351122164723
192.0,9.0,540.0034,1.0,NORMAL,IB,7301.354522164724
193.0,9.0,34.182380707629505,1.0,NORMAL,IB,7335.5369028723535
194.0,9.0,-10.675728475885876,1.0,NORMAL,IB,7324.8611743964675
195.0,9.0,10.281924411028374,1.0,NORMAL,IB,7335.143098807496
196.0,9.0,533.7732040271683,1.0,NORMAL,IB,7868.916302834665
197.0,9.0,23.86393074422889,1.0,NORMAL,IB,7892.780233578894
198.0,9.0,525.6292757196289,1.0,NORMAL,IB,8418.409509298523
199.0,9.0,22.379500857453017,1.0,NORMAL,IB,8440.789010155975
200.0,9.0,21.915575751828023,1.0,NORMAL,IB,8462.704585907803
201.0,9.0,534.279015731839,1.0,NORMAL,IB,8996.983601639642
202.0,9.0,14.189958050121918,1.0,NORMAL,IB,9011.173559689763
203.0,9.0,27.23155834392983,1.0,NORMAL,IB,9038.405118033694
204.0,9.0,534.246908490729,1.0,NORMAL,IB,9572.652026524423
205.0,9.0,1037.6520029897536,1.0,NORMAL,IB,10610.304029514176
206.0,9.0,23.91616582627872,1.0,NORMAL,IB,10634.220195340455
207.0,9.0,57.96403991396127,1.0,NORMAL,IB,10692.184235254415
208.0,9.0,536.8104204152964,1.0,NORMAL,IB,11228.994655669712
209.0,9.0,-57.53244818647203,1.0,NORMAL,IB,11171.46220748324
210.0,9.0,7.341263348676792,1.0,NORMAL,IB,11178.803470831917
211.0,9.0,481.70911303534103,1.0,NORMAL,IB,11660.512583867257
212.0,9.0,-65.58893831388764,1.0,NORMAL,IB,11594.92364555337
213.0,9.0,224.78329236950535,1.0,NORMAL,IB,11819.706937922876
214.0,9.0,208.28060786991173,1.0,NORMAL,IB,12027.987545792788
215.0,9.0,58.103252270866214,1.0,NORMAL,IB,12086.090798063655
216.0,10.0,20.43112,1.0,NORMAL,IB,12106.521918063654
217.0,10.0,32.6477409585825,1.0,NORMAL,IB,12139.169659022236
218.0,10.0,1031.3770721727938,1.0,NORMAL,IB,13170.54673119503
219.0,10.0,30.654206627781164,1.0,NORMAL,IB,13201.200937822812
220.0,10.0,22.27315220248127,1.0,NORMAL,IB,13223.474090025293
221.0,10.0,523.0125182701619,1.0,NORMAL,IB,13746.486608295454
222.0,10.0,18.85044317840814,1.0,NORMAL,IB,13765.337051473862
223.0,10.0,520.9194563628107,1.0,NORMAL,IB,14286.256507836672
224.0,10.0,29.37858850921539,1.0,NORMAL,IB,14315.635096345886
225.0,10.0,18.597968771510047,1.0,NORMAL,IB,14334.233065117396
226.0,10.0,23.085727599403935,1.0,NORMAL,IB,14357.3187927168
227.0,10.0,532.0546019424536,1.0,NORMAL,IB,14889.373394659253
228.0,10.0,29.143201442039135,1.0,NORMAL,IB,14918.516596101292
229.0,10.0,24.250570351699075,1.0,NORMAL,IB,14942.767166452992
230.0,10.0,34.7545142553431,1.0,NORMAL,IB,14977.521680708334
231.0,10.0,14.765978618424086,1.0,NORMAL,IB,14992.28765932676
232.0,10.0,22.701667006067392,1.0,NORMAL,IB,15014.989326332827
233.0,10.0,515.5432590576906,1.0,NORMAL,IB,15530.532585390518
234.0,10.0,9.665705783762768,1.0,NORMAL,IB,15540.19829117428
235.0,10.0,509.003528764586,1.0,NORMAL,IB,16049.201819938866
236.0,10.0,14.695696064028045,1.0,NORMAL,IB,16063.897516002893
237.0,10.0,10.853868338550992,1.0,NORMAL,IB,16074.751384341444
238.0,10.0,19.21238892607604,1.0,NORMAL,IB,16093.96377326752
239.0,10.0,36.642955020779745,1.0,NORMAL,IB,16130.6067282883
240.0,11.0,248.22052340425526,1.0,NORMAL,IB,16378.827251692555
241.0,11.0,-248.86004933293978,1.0,NORMAL,IB,16129.967202359616
242.0,11.0,-405.893805948013,1.0,NORMAL,IB,15724.073396411603
243.0,11.0,366.8370813696922,1.0,NORMAL,IB,16090.910477781295
244.0,11.0,-18.228706133839736,1.0,NORMAL,IB,16072.681771647456
245.0,11.0,549.9264507521866,1.0,NORMAL,IB,16622.60822239964
246.0,11.0,552.3530547044426,1.0,NORMAL,IB,17174.961277104085
247.0,11.0,13.560832258683172,1.0,NORMAL,IB,17188.52210936277
248.0,11.0,13.098173239303126,1.0,NORMAL,IB,17201.620282602074
249.0,11.0,1010.7851238608574,1.0,NORMAL,IB,18212.40540646293
250.0,11.0,6.327689106645365,1.0,NORMAL,IB,18218.733095569576
251.0,11.0,1.331289931568557,1.0,NORMAL,IB,18220.064385501144
252.0,11.0,2.8974425414002565,1.0,NORMAL,IB,18222.961828042546
253.0,11.0,3.9411619514091507,1.0,NORMAL,IB,18226.902989993956
254.0,11.0,3.9800045641393886,1.0,NORMAL,IB,18230.882994558095
255.0,11.0,3.3364919148644447,1.0,NORMAL,IB,18234.21948647296
256.0,11.0,504.8590121122191,1.0,NORMAL,IB,18739.07849858518
257.0,11.0,6.407114338221618,1.0,NORMAL,IB,18745.4856129234
258.0,11.0,503.7276136292516,1.0,NORMAL,IB,19249.213226552652
259.0,11.0,6.021215446820113,1.0,NORMAL,IB,19255.234441999473
260.0,11.0,9.552927278300585,1.0,NORMAL,IB,19264.787369277776
261.0,11.0,2.303101982901138,1.0,NORMAL,IB,19267.090471260675
262.0,11.0,1.1504700068310643,1.0,NORMAL,IB,19268.240941267508
263.0,11.0,507.5631322298868,1.0,NORMAL,IB,19775.804073497395
264.0,12.0,1.30568,1.0,NORMAL,IB,19777.109753497396
265.0,12.0,1.760923031847082,1.0,NORMAL,IB,19778.870676529245
266.0,12.0,0.5519203900170608,1.0,NORMAL,IB,19779.422596919263
267.0,12.0,3.569292832980611,1.0,NORMAL,IB,19782.991889752244
268.0,12.0,6.278940193596975,1.0,NORMAL,IB,19789.27082994584
269.0,12.0,520.8441216854457,1.0,NORMAL,IB,20310.114951631283
270.0,12.0,21.697527532796826,1.0,NORMAL,IB,20331.81247916408
271.0,12.0,516.1031033342607,1.0,NORMAL,IB,20847.915582498343
272.0,12.0,540.5456112960861,1.0,NORMAL,IB,21388.46119379443
273.0,12.0,49.532879646141396,1.0,NORMAL,IB,21437.994073440568
274.0,12.0,542.3796694562125,1.0,NORMAL,IB,21980.37374289678
275.0,12.0,-180.86555561670923,1.0,NORMAL,IB,21799.50818728007
276.0,12.0,-22.44202368611127,1.0,NORMAL,IB,21777.066163593958
277.0,12.0,-128.89520152186094,1.0,NORMAL,IB,21648.170962072098
278.0,12.0,502.4863855738397,1.0,NORMAL,IB,22150.657347645938
279.0,12.0,559.6398288745131,1.0,NORMAL,IB,22710.29717652045
280.0,12.0,0.0,1.0,NORMAL,IB,22710.29717652045
281.0,12.0,0.0,1.0,NORMAL,IB,22710.29717652045
282.0,12.0,0.0,1.0,NORMAL,IB,22710.29717652045
283.0,12.0,0.0,1.0,NORMAL,IB,22710.29717652045
284.0,12.0,0.0,1.0,NORMAL,IB,22710.29717652045
285.0,12.0,0.0,1.0,NORMAL,IB,22710.29717652045
286.0,12.0,0.0,1.0,NORMAL,IB,22710.29717652045
287.0,12.0,0.0,1.0,NORMAL,IB,22710.29717652045
288.0,13.0,-2.28294,0.0,CRASH,IB,22708.01423652045
289.0,13.0,-56.68060941957029,0.0,CRASH,IB,22651.333627100877
290.0,13.0,-36.293626787879944,0.0,CRASH,IB,22615.040000312998
291.0,13.0,-27.051084355545747,0.0,CRASH,IB,22587.988915957452
292.0,13.0,-25.130552961286195,0.0,CRASH,IB,22562.858362996165
293.0,13.0,-11.626406021332091,0.0,CRASH,IB,22551.231956974832
294.0,13.0,-10.263102074906278,0.0,CRASH,IB,22540.968854899926
295.0,13.0,-5.923525196851429,0.0,CRASH,IB,22535.045329703073
296.0,13.0,-2.991224850172179,0.0,CRASH,IB,22532.0541048529
297.0,13.0,-4.66808422668384,0.0,CRASH,IB,22527.386020626218
298.0,13.0,-8.039210871642195,0.0,CRASH,IB,22519.346809754577
299.0,13.0,-15.132924545104299,0.0,CRASH,IB,22504.213885209472
300.0,13.0,0.0,0.0,CRASH,IB,22504.213885209472
301.0,13.0,-4.061898827611729,0.0,CRASH,IB,22500.15198638186
302.0,13.0,-12.681709837005398,0.0,CRASH,IB,22487.470276544856
303.0,13.0,0.0,0.0,CRASH,IB,22487.470276544856
304.0,13.0,-11.262537225800717,0.0,CRASH,IB,22476.207739319056
305.0,13.0,-10.312123827712181,0.0,CRASH,IB,22465.895615491343
306.0,13.0,-20.65578915478029,0.0,CRASH,IB,22445.23982633656
307.0,13.0,-14.284004439147347,0.0,CRASH,IB,22430.955821897413
308.0,13.0,-33.481608798500446,0.0,CRASH,IB,22397.47421309891
309.0,13.0,-37.716024586904204,0.0,CRASH,IB,22359.758188512005
310.0,13.0,-50.68555842223936,0.0,CRASH,IB,22309.072630089766
311.0,13.0,-32.499538114250704,0.0,CRASH,IB,22276.573091975515
312.0,14.0,0.0,0.0,CRASH,IB,22276.573091975515
313.0,14.0,-1.1425469051899915,0.0,CRASH,IB,22275.430545070325
314.0,14.0,-7.392987943657832,0.0,CRASH,IB,22268.037557126667
315.0,14.0,-10.157197178220834,0.0,CRASH,IB,22257.880359948445
316.0,14.0,-19.627622532193392,0.0,CRASH,IB,22238.252737416253
317.0,14.0,-4.36932349526914,0.0,CRASH,IB,22233.883413920983
318.0,14.0,-13.374114406536982,0.0,CRASH,IB,22220.509299514448
