hour,day,opti_function,volatility,event,source,cumulative_f
168.0,8.0,-51.887858695652255,1.0,NORMAL,IB,-51.887858695652255
169.0,8.0,-74.63307176051794,1.0,NORMAL,IB,-126.52093045617019
170.0,8.0,-299.7604525853754,1.0,NORMAL,IB,-426.2813830415456
171.0,8.0,222.85518827809122,1.0,NORMAL,IB,-203.4261947634544
172.0,8.0,1303.1697612591336,1.0,NORMAL,IB,1099.7435664956793
173.0,8.0,987.4214277407095,1.0,NORMAL,IB,2087.164994236389
174.0,8.0,34.6578980228014,1.0,NORMAL,IB,2121.82289225919
175.0,8.0,553.266489718734,1.0,NORMAL,IB,2675.089381977924
176.0,8.0,536.4591185541915,1.0,NORMAL,IB,3211.548500532115
177.0,8.0,25.406958708996655,1.0,NORMAL,IB,3236.955459241112
178.0,8.0,28.94446975685546,1.0,NORMAL,IB,3265.8999289979674
179.0,8.0,0.0,1.0,NORMAL,IB,3265.8999289979674
180.0,8.0,0.0,1.0,NORMAL,IB,3265.8999289979674
181.0,8.0,0.0,1.0,NORMAL,IB,3265.8999289979674
182.0,8.0,0.0,1.0,NORMAL,IB,3265.8999289979674
183.0,8.0,0.0,1.0,NORMAL,IB,3265.8999289979674
184.0,8.0,0.0,1.0,NORMAL,IB,3265.8999289979674
185.0,8.0,0.0,1.0,NORMAL,IB,3265.8999289979674
186.0,8.0,0.0,1.0,NORMAL,IB,3265.8999289979674
187.0,8.0,0.0,1.0,NORMAL,IB,3265.8999289979674
188.0,8.0,0.0,1.0,NORMAL,IB,3265.8999289979674
189.0,8.0,0.0,1.0,NORMAL,IB,3265.8999289979674
190.0,8.0,0.0,1.0,NORMAL,IB,3265.8999289979674
191.0,8.0,0.0,1.0,NORMAL,IB,3265.8999289979674
192.0,9.0,502.0198,1.0,NORMAL,IB,3767.9197289979675
193.0,9.0,1.7018604937932633,1.0,NORMAL,IB,3769.621589491761
194.0,9.0,2.9558738162443516,1.0,NORMAL,IB,3772.5774633080055
195.0,9.0,4.056489640326801,1.0,NORMAL,IB,3776.633952948332
196.0,9.0,511.9375288359661,1.0,NORMAL,IB,4288.571481784298
197.0,9.0,12.181927780655135,1.0,NORMAL,IB,4300.7534095649535
198.0,9.0,511.6421300505661,1.0,NORMAL,IB,4812.39553961552
199.0,9.0,10.545327655578875,1.0,NORMAL,IB,4822.940867271099
200.0,9.0,24.374113581532544,1.0,NORMAL,IB,4847.314980852631
201.0,9.0,51.721710172377,1.0,NORMAL,IB,4899.036691025009
202.0,9.0,37.6050446851965,1.0,NORMAL,IB,4936.6417357102055
203.0,9.0,1915.1524761912394,1.0,NORMAL,IB,6851.794211901445
204.0,9.0,28.84413802481356,1.0,NORMAL,IB,6880.638349926258
205.0,9.0,570.1282598797318,1.0,NORMAL,IB,7450.76660980599
206.0,9.0,470.22647967948296,1.0,NORMAL,IB,7920.993089485473
207.0,9.0,-159.8748658035112,1.0,NORMAL,IB,7761.118223681962
208.0,9.0,-24.05782047452084,1.0,NORMAL,IB,7737.060403207442
