hour,day,opti_function,volatility,event,source,cumulative_f
168.0,8.0,2.8,1.0,NORMAL,IB,2.8
169.0,8.0,2.1063672629749783,1.0,NORMAL,IB,4.906367262974978
170.0,8.0,3.1041641733243015,1.0,NORMAL,IB,8.01053143629928
171.0,8.0,0.9307222670888528,1.0,NORMAL,IB,8.941253703388133
172.0,8.0,1003.2863083965096,1.0,NORMAL,IB,1012.2275620998978
173.0,8.0,3.094870927041149,1.0,NORMAL,IB,1015.3224330269389
174.0,8.0,1.2056530684401061,1.0,NORMAL,IB,1016.5280860953791
175.0,8.0,1.4638570848283377,1.0,NORMAL,IB,1017.9919431802074
176.0,8.0,1.1956124250860896,1.0,NORMAL,IB,1019.1875556052935
177.0,8.0,505.0769015430273,1.0,NORMAL,IB,1524.2644571483208
178.0,8.0,6.880785761128415,1.0,NORMAL,IB,1531.1452429094493
179.0,8.0,1.5289734318357153,1.0,NORMAL,IB,1532.674216341285
180.0,8.0,2.610305985547491,1.0,NORMAL,IB,1535.2845223268325
181.0,8.0,506.7102936974357,1.0,NORMAL,IB,2041.9948160242682
182.0,8.0,6.263571982860005,1.0,NORMAL,IB,2048.2583880071284
183.0,8.0,21.74508558134179,1.0,NORMAL,IB,2070.00347358847
184.0,8.0,530.3299197138994,1.0,NORMAL,IB,2600.3333933023696
185.0,8.0,46.54812484487758,1.0,NORMAL,IB,2646.8815181472473
186.0,8.0,26.435563863656448,1.0,NORMAL,IB,2673.317082010904
187.0,8.0,546.5014582045624,1.0,NORMAL,IB,3219.8185402154663
188.0,8.0,-88.39709303340948,1.0,NORMAL,IB,3131.421447182057
189.0,8.0,901.411502943599,1.0,NORMAL,IB,4032.8329501256558
190.0,8.0,321.7995208305269,1.0,NORMAL,IB,4354.632470956182
191.0,8.0,-253.59573170698116,1.0,NORMAL,IB,4101.036739249201
192.0,9.0,-175.8763119047619,1.0,NORMAL,IB,3925.160427344439
193.0,9.0,562.902469315472,1.0,NORMAL,IB,4488.062896659911
194.0,9.0,17.540040631067143,1.0,NORMAL,IB,4505.602937290978
195.0,9.0,-178.5027497522732,1.0,NORMAL,IB,4327.100187538705
196.0,9.0,0.0,1.0,NORMAL,IB,4327.100187538705
197.0,9.0,0.0,1.0,NORMAL,IB,4327.100187538705
198.0,9.0,0.0,1.0,NORMAL,IB,4327.100187538705
199.0,9.0,0.0,1.0,NORMAL,IB,4327.100187538705
200.0,9.0,0.0,1.0,NORMAL,IB,4327.100187538705
201.0,9.0,0.0,1.0,NORMAL,IB,4327.100187538705
202.0,9.0,0.0,1.0,NORMAL,IB,4327.100187538705
203.0,9.0,0.0,1.0,NORMAL,IB,4327.100187538705
